station_id,source_year,example_local_path
717366-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71736699999.csv
717370-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71737099999.csv
717380-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71738099999.csv
717410-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71741099999.csv
717440-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71744099999.csv
717480-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71748099999.csv
717493-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71749399999.csv
717500-54802,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71750054802.csv
717510-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71751099999.csv
717650-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71765099999.csv
717660-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71766099999.csv
717670-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71767099999.csv
717680-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71768099999.csv
717690-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71769099999.csv
717710-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71771099999.csv
717720-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71772099999.csv
717730-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71773099999.csv
717740-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71774099999.csv
717770-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71777099999.csv
717810-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71781099999.csv
717820-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71782099999.csv
717830-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71783099999.csv
717840-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71784099999.csv
717860-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71786099999.csv
717870-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71787099999.csv
717880-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71788099999.csv
717890-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71789099999.csv
717950-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71795099999.csv
717990-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71799099999.csv
718290-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71829099999.csv
718370-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71837099999.csv
718410-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71841099999.csv
718420-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71842099999.csv
718480-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71848099999.csv
718490-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71849099999.csv
718500-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71850099999.csv
718510-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71851099999.csv
718515-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71851599999.csv
718520-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71852099999.csv
718540-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71854099999.csv
718600-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71860099999.csv
718610-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71861099999.csv
718630-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71863099999.csv
718640-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71864099999.csv
718650-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71865099999.csv
718770-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71877099999.csv
718794-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71879499999.csv
718820-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71882099999.csv
718860-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71886099999.csv
718870-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71887099999.csv
718890-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71889099999.csv
718900-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71890099999.csv
718910-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71891099999.csv
718920-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71892099999.csv
718990-25343,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71899025343.csv
719030-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71903099999.csv
719050-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71905099999.csv
719200-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71920099999.csv
719270-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71927099999.csv
719330-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71933099999.csv
719485-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71948599999.csv
719490-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71949099999.csv
719493-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71949399999.csv
719500-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71950099999.csv
719510-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71951099999.csv
719520-25272,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71952025272.csv
719560-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71956099999.csv
719574-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71957499999.csv
719575-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71957599999.csv
719595-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71959599999.csv
719640-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71964099999.csv
719650-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71965099999.csv
719665-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71966599999.csv
719670-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71967099999.csv
719800-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71980099999.csv
719810-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71981099999.csv
719820-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71982099999.csv
719840-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71984099999.csv
719860-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71986099999.csv
719870-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71987099999.csv
719880-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71988099999.csv
719900-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71990099999.csv
719990-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/71999099999.csv
720352-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/72035299999.csv
720745-00272,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/72074500272.csv
720912-00302,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/72091200302.csv
720916-00453,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/72091600453.csv
720954-00456,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/72095400456.csv
721021-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/72102199999.csv
721025-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/72102599999.csv
721026-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/72102699999.csv
722910-93116,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/72291093116.csv
726394-04874,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/72639404874.csv
726548-04971,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/72654804971.csv
727467-04926,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/72746704926.csv
727770-94012,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/72777094012.csv
727970-94240,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/72797094240.csv
760550-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/76055099999.csv
760610-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/76061099999.csv
761130-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/76113099999.csv
761220-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/76122099999.csv
761600-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/76160099999.csv
762200-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/76220099999.csv
762250-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/76225099999.csv
762530-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/76253099999.csv
762555-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/76255599999.csv
762560-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/76256099999.csv
762580-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/76258099999.csv
763110-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/76311099999.csv
763230-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/76323099999.csv
763420-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/76342099999.csv
763730-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/76373099999.csv
763820-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/76382099999.csv
763900-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/76390099999.csv
763930-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/76393099999.csv
763940-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/76394099999.csv
764910-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/76491099999.csv
764915-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/76491599999.csv
764990-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/76499099999.csv
780620-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/78062099999.csv
782215-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/78221599999.csv
782240-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/78224099999.csv
783320-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/78332099999.csv
783465-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/78346599999.csv
910660-22701,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/91066022701.csv
912460-41606,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/91246041606.csv
913691-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/91369199999.csv
913760-00492,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/91376000492.csv
913780-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/91378099999.csv
914900-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/91490099999.csv
916010-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/91601099999.csv
916230-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/91623099999.csv
917010-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/91701099999.csv
917230-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/91723099999.csv
918020-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/91802099999.csv
918090-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/91809099999.csv
919250-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/91925099999.csv
994010-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/99401099999.csv
994021-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/99402199999.csv
994090-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/99409099999.csv
994820-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/99482099999.csv
997379-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/99737999999.csv
997380-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/99738099999.csv
997387-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/99738799999.csv
997696-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/99769699999.csv
998224-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/99822499999.csv
998274-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/99827499999.csv
998277-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/99827799999.csv
998283-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/99828399999.csv
998288-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/99828899999.csv
998289-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/99828999999.csv
998296-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/99829699999.csv
998299-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/99829999999.csv
998300-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/99830099999.csv
998302-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/99830299999.csv
998493-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/99849399999.csv
998494-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/99849499999.csv
998495-99999,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/99849599999.csv
999999-25711,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/99999925711.csv
999999-40710,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/99999940710.csv
999999-64757,2024,/Volumes/NOAA_CACHE/noaa-global-hourly-year-staging/2024/99999964757.csv
219820-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/21982099999.csv
252820-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/25282099999.csv
253780-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/25378099999.csv
701780-26529,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/70178026529.csv
702460-26512,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/70246026512.csv
702510-26528,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/70251026528.csv
702626-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/70262699999.csv
703080-25713,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/70308025713.csv
703330-25508,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/70333025508.csv
703333-25518,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/70333325518.csv
703430-25402,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/70343025402.csv
704540-25704,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/70454025704.csv
710070-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71007099999.csv
710080-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71008099999.csv
710210-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71021099999.csv
710220-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71022099999.csv
710260-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71026099999.csv
710267-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71026799999.csv
710354-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71035499999.csv
710360-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71036099999.csv
710367-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71036799999.csv
710370-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71037099999.csv
710380-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71038099999.csv
710390-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71039099999.csv
710400-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71040099999.csv
710415-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71041599999.csv
710435-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71043599999.csv
710440-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71044099999.csv
710450-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71045099999.csv
710455-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71045599999.csv
710480-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71048099999.csv
710510-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71051099999.csv
710513-27201,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71051327201.csv
710514-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71051499999.csv
710520-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71052099999.csv
710550-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71055099999.csv
710570-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71057099999.csv
710630-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71063099999.csv
710720-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71072099999.csv
710730-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71073099999.csv
710850-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71085099999.csv
711010-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71101099999.csv
711050-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71105099999.csv
711070-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71107099999.csv
711110-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71111099999.csv
711150-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71115099999.csv
711220-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71122099999.csv
711310-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71131099999.csv
711360-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71136099999.csv
711380-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71138099999.csv
711390-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71139099999.csv
711400-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71140099999.csv
711420-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71142099999.csv
711440-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71144099999.csv
711490-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71149099999.csv
711500-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71150099999.csv
711510-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71151099999.csv
711640-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71164099999.csv
711750-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71175099999.csv
711830-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71183099999.csv
711860-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71186099999.csv
711880-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71188099999.csv
711890-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71189099999.csv
711900-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71190099999.csv
711910-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71191099999.csv
711930-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71193099999.csv
711960-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71196099999.csv
711980-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71198099999.csv
711990-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71199099999.csv
712010-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71201099999.csv
712030-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71203099999.csv
712060-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71206099999.csv
712070-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71207099999.csv
712081-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71208199999.csv
712090-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71209099999.csv
712110-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71211099999.csv
712120-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71212099999.csv
712160-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71216099999.csv
712170-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71217099999.csv
712180-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71218099999.csv
712190-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71219099999.csv
712200-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71220099999.csv
712220-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71222099999.csv
712250-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71225099999.csv
712310-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71231099999.csv
712320-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71232099999.csv
712340-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71234099999.csv
712350-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71235099999.csv
712360-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71236099999.csv
712370-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71237099999.csv
712430-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71243099999.csv
712450-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71245099999.csv
712510-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71251099999.csv
712590-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71259099999.csv
712630-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71263099999.csv
712640-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71264099999.csv
712650-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71265099999.csv
712670-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71267099999.csv
712680-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71268099999.csv
712690-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71269099999.csv
712700-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71270099999.csv
712820-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71282099999.csv
712910-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71291099999.csv
712920-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71292099999.csv
712940-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71294099999.csv
712950-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71295099999.csv
712960-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71296099999.csv
712970-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71297099999.csv
713070-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71307099999.csv
713110-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71311099999.csv
713140-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71314099999.csv
713150-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71315099999.csv
713170-99999,2015,/Volumes/NOAA_CACHE/noaa-global-hourly-pds-full/2015/71317099999.csv
