diagnostic_run_id,plant_ecwt_run_id,station_id,station_name,station_state,station_country,station_first_observation_utc,station_last_observation_utc,impacted_blocked_plant_count,min_candidate_rank_order,min_candidate_distance_km,sample_blocked_plants,fixed_expected_djf_hours,fixed_valid_djf_hours,fixed_missing_djf_hours,fixed_coverage_ratio,plant_weighted_missing_djf_hours,missing_station_year_count,complete_loaded_year_count,partial_loaded_year_count,empty_loaded_year_count,outside_station_metadata_window_year_count,terminal_aws_missing_year_count,retryable_download_failure_year_count,downloaded_no_canonical_djf_year_count,available_raw_not_loaded_year_count,raw_inventory_missing_year_count,no_download_or_manifest_evidence_year_count,top_gap_years
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,718980-99999,PRINCE RUPERT,,CA,1955-07-01 17:00:00-07,2025-08-23 17:00:00-07,19,16,114.150,Swan Lake | Ketchikan | S W Bailey | Craig (AK) | Hydaburg | Purple Lake | Beaver Falls | Silvis,56328,48221,8107,0.856075,154033,25,18,4,0,0,0,0,0,3,0,0,2024:available_raw_not_loaded:2184h; 2015:available_raw_not_loaded:2160h; 2006:available_raw_not_loaded:2160h; 2025:partial_loaded:767h; 2001:partial_loaded:129h; 2021:partial_loaded:126h; 2003:partial_loaded:120h; 2002:complete_loaded:99h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,999999-94995,LINCOLN 8 ENE,NE,US,2002-01-14 16:00:00-08,2025-08-27 17:00:00-07,19,81,215.685,Alta Municipal Utilities | Grand Junction | Lamoni Municipal Utilities | Storm Lake 1 | Intrepid | Hardin Hilltop Wind LLC | Rippey Wind Farm | Junction Hilltop Wind Farm,56328,48296,8032,0.857407,152608,11,5,3,0,2,1,0,0,0,0,0,2000:outside_station_metadata_window:2184h; 2006:terminal_aws_missing:2160h; 2001:outside_station_metadata_window:2160h; 2025:partial_loaded:744h; 2002:partial_loaded:459h; 2021:partial_loaded:299h; 2024:complete_loaded:18h; 2008:complete_loaded:3h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,712600-99999,SAULT STE MARIE,,CA,1986-04-24 16:00:00-08,2025-08-23 17:00:00-07,37,2,12.453,Gaylord - Consumers | Straits | Manistique | Edison Sault | Presque Isle | Plant Four | James R Smith | Shiras,56328,52738,3590,0.936266,132830,25,21,3,0,0,1,0,0,0,0,0,2005:terminal_aws_missing:2160h; 2025:partial_loaded:766h; 2003:partial_loaded:140h; 2021:partial_loaded:109h; 2004:complete_loaded:108h; 2000:complete_loaded:38h; 2006:complete_loaded:33h; 2024:complete_loaded:31h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,999999-64758,ITHACA 13 E,NY,US,2004-10-26 17:00:00-07,2025-08-27 17:00:00-07,11,36,138.389,TalenEnergy Martins Creek LLC Harwood | Hunlock Power Station | TalenEnergy Susquehanna | Panther Creek Energy Facility | Hunlock Unit 4 | PA Solar Park | Romark PA Solar | Hazle Spindle,56328,44525,11803,0.790459,129833,13,4,5,0,4,0,0,0,0,0,0,2000:outside_station_metadata_window:2184h; 2003:outside_station_metadata_window:2160h; 2002:outside_station_metadata_window:2160h; 2001:outside_station_metadata_window:2160h; 2004:partial_loaded:1440h; 2025:partial_loaded:744h; 2019:partial_loaded:510h; 2020:partial_loaded:219h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,726140-54742,ST. JOHNSBURY(AMOS),VT,US,1972-12-31 16:00:00-08,2025-08-26 17:00:00-07,15,64,202.123,Skidmore College | Onyx - Saratoga Springs Landfill Solar C | KCE NY 1 | Mechanicville Hydroelectric Station | Ellsworth I CSG | Saratoga Solar LLC | NY - CSG - Ellsworth II | NY8 - ELP Stillwater Solar,56328,47815,8513,0.848867,127695,22,13,8,1,0,0,0,0,0,0,0,2000:empty_loaded:2184h; 2001:partial_loaded:1872h; 2005:partial_loaded:1391h; 2002:partial_loaded:1140h; 2025:partial_loaded:871h; 2023:partial_loaded:291h; 2003:partial_loaded:187h; 2004:partial_loaded:176h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,994250-99999,DUNKIRK  NY,,US,1985-04-30 17:00:00-07,2025-08-23 17:00:00-07,10,41,170.774,Blossburg | Shawville | Laurel Hill Wind | Beaver Dam (PA) | Alpaca | CL-Viaduct LLC | Mineral Basin Solar Power | Moonlight Flats Solar Power 1,56328,45160,11168,0.801733,111680,26,19,3,0,0,4,0,0,0,0,0,2016:terminal_aws_missing:2184h; 2007:terminal_aws_missing:2160h; 2006:terminal_aws_missing:2160h; 2005:terminal_aws_missing:2160h; 2015:partial_loaded:810h; 2025:partial_loaded:782h; 2021:partial_loaded:266h; 2024:complete_loaded:64h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,999999-04994,GOODRIDGE 12 NNW,MN,US,2003-08-19 17:00:00-07,2025-08-27 17:00:00-07,12,39,165.530,Prairie River | Clay Boswell | Hoot Lake | Detroit Lakes | Hibbing | Fergus Control Ctr | Rapids Energy Center | Lakeswind Power Partners,56328,47485,8843,0.843009,106116,9,3,3,0,3,0,0,0,0,0,0,2000:outside_station_metadata_window:2184h; 2002:outside_station_metadata_window:2160h; 2001:outside_station_metadata_window:2160h; 2003:partial_loaded:1416h; 2025:partial_loaded:744h; 2018:partial_loaded:152h; 2024:complete_loaded:18h; 2004:complete_loaded:5h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,997736-99999,PORT WASHINGTON,WI,US,2007-12-31 16:00:00-08,2025-07-02 17:00:00-07,5,80,172.884,Palisades | Berrien Springs | New Covert Generating Facility | Watervliet | Watervliet PV,56328,35361,20967,0.627769,104835,25,13,3,0,8,1,0,0,0,0,0,2016:terminal_aws_missing:2184h; 2004:outside_station_metadata_window:2184h; 2000:outside_station_metadata_window:2184h; 2007:outside_station_metadata_window:2160h; 2006:outside_station_metadata_window:2160h; 2005:outside_station_metadata_window:2160h; 2003:outside_station_metadata_window:2160h; 2002:outside_station_metadata_window:2160h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,782290-99999,JUAN GUALBERTO GOMEZ INTL,,CU,1972-12-31 16:00:00-08,2025-08-23 17:00:00-07,9,48,172.757,Big Pine | Turkey Point | G W Ivey | Marathon Generating Plant | Cudjoe | Stock Island | South District Wastewater Treatment Plt | Everglades Solar Energy Center,56328,44717,11611,0.793868,104499,26,12,11,0,0,0,0,0,3,0,0,2024:available_raw_not_loaded:2184h; 2015:available_raw_not_loaded:2160h; 2006:available_raw_not_loaded:2160h; 2025:partial_loaded:763h; 2000:partial_loaded:678h; 2004:partial_loaded:550h; 2005:partial_loaded:532h; 2001:partial_loaded:516h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,999999-54854,GAYLORD 9 SSW,MI,US,2007-09-18 17:00:00-07,2025-08-27 17:00:00-07,6,19,102.209,"Central Michigan University | Waste Management Northern Oaks LFGTE | Isabella Wind Park | Willford Solar, LLC | Surrey Road | Mission Road Solar Park",56328,38981,17347,0.692036,104082,10,1,2,0,7,0,0,0,0,0,0,2004:outside_station_metadata_window:2184h; 2000:outside_station_metadata_window:2184h; 2006:outside_station_metadata_window:2160h; 2005:outside_station_metadata_window:2160h; 2003:outside_station_metadata_window:2160h; 2002:outside_station_metadata_window:2160h; 2001:outside_station_metadata_window:2160h; 2007:partial_loaded:1416h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,717470-99999,ATIKOKAN (AUT)  ONT,,CA,2001-09-15 17:00:00-07,2025-08-23 17:00:00-07,7,67,211.140,Fond Du Lac | Knife Falls | M L Hibbard | Scanlon | Sappi Cloquet Mill | Jean Duluth Solar | Superior Generation Energy Center,56328,42086,14242,0.747159,99694,26,14,11,0,1,0,0,0,0,0,0,2000:outside_station_metadata_window:2184h; 2001:partial_loaded:2041h; 2004:partial_loaded:1829h; 2003:partial_loaded:1818h; 2002:partial_loaded:1807h; 2012:partial_loaded:1380h; 2013:partial_loaded:1187h; 2025:partial_loaded:785h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,717490-99999,THUNDER BAY A,,CA,1955-07-01 17:00:00-07,2025-08-23 17:00:00-07,21,10,102.453,Superior Falls | John H Warden | Prickett | Victoria Dam | Hemlock Falls | Way Dam | Crystal Falls | Portage,56328,51952,4376,0.922312,91896,26,21,5,0,0,0,0,0,0,0,0,2013:partial_loaded:1417h; 2012:partial_loaded:1251h; 2025:partial_loaded:766h; 2011:partial_loaded:399h; 2021:partial_loaded:109h; 2004:complete_loaded:61h; 2003:complete_loaded:59h; 2000:complete_loaded:38h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,714410-99999,GRETNA (AUT)  MAN,,CA,1981-10-25 16:00:00-08,2025-08-23 17:00:00-07,16,72,234.392,Moorhead | Moorhead Wind Turbine | Solway CT | American Crystal Sugar Moorhead | Agassiz Beach LLC | Centennial Generating Station | USS Buckaroo Solar LLC CSG | USS Horne North Solar LLC CSG,56328,50638,5690,0.898985,91040,26,19,7,0,0,0,0,0,0,0,0,2000:partial_loaded:1827h; 2001:partial_loaded:1508h; 2025:partial_loaded:791h; 2002:partial_loaded:534h; 2003:partial_loaded:302h; 2021:partial_loaded:168h; 2022:partial_loaded:114h; 2004:complete_loaded:62h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,722590-03927,DALLAS/FT WORTH INTERNATIONAL AP,TX,US,1972-12-31 16:00:00-08,2025-08-26 17:00:00-07,3,16,79.978,Bridgeport Gas Processing Plant | Jack County | Keechi Wind,56328,26614,29714,0.472483,89142,26,5,21,0,0,0,0,0,0,0,0,2025:partial_loaded:1663h; 2005:partial_loaded:1442h; 2012:partial_loaded:1438h; 2008:partial_loaded:1429h; 2011:partial_loaded:1427h; 2016:partial_loaded:1417h; 2009:partial_loaded:1412h; 2020:partial_loaded:1410h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,716280-99999,OTTAWA MACDONALD CARTIER INTL,,CA,1949-12-31 16:00:00-08,2025-08-23 17:00:00-07,25,66,238.445,R E Ginna Nuclear Power Plant | CH Resources Syracuse | Onondaga County Resource Recovery | Carr Street Generating Station | Phoenix Hydro Project | Town of Williamson Landfill PV | Onondaga County - Metro Water Board | Onondaga County- Jamesville,56328,52895,3433,0.939053,85825,26,24,1,0,0,1,0,0,0,0,0,2005:terminal_aws_missing:2160h; 2025:partial_loaded:765h; 2021:complete_loaded:90h; 2004:complete_loaded:67h; 2003:complete_loaded:66h; 2006:complete_loaded:40h; 2000:complete_loaded:40h; 2024:complete_loaded:33h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,999999-27516,UTQIAĠVIK FORMERLY BARROW 4 ENE,AK,US,2002-08-07 17:00:00-07,2025-08-27 17:00:00-07,8,18,294.790,Kotzebue Hybrid | Kiana | Noorvik | Selawik | NSB Point Hope Utility | NSB Point Lay Utility | Noatak | Kivalina,56328,45892,10436,0.814728,83488,13,6,4,0,2,1,0,0,0,0,0,2000:outside_station_metadata_window:2184h; 2006:terminal_aws_missing:2160h; 2001:outside_station_metadata_window:2160h; 2021:partial_loaded:1416h; 2002:partial_loaded:1416h; 2025:partial_loaded:744h; 2020:partial_loaded:295h; 2011:complete_loaded:24h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,999999-03062,LOS ALAMOS 13 W,NM,US,2004-07-31 17:00:00-07,2025-08-27 17:00:00-07,6,27,182.336,"Trinidad (CO) | Spanish Peaks Solar | Elk Run | Cimarron Solar Facility | Gallegos Wind Farm, Phase 1 | Springer Solar 1",56328,43276,13052,0.768286,78312,11,4,2,0,4,1,0,0,0,0,0,2000:outside_station_metadata_window:2184h; 2006:terminal_aws_missing:2160h; 2003:outside_station_metadata_window:2160h; 2002:outside_station_metadata_window:2160h; 2001:outside_station_metadata_window:2160h; 2004:partial_loaded:1440h; 2025:partial_loaded:744h; 2024:complete_loaded:19h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,999999-63829,NEWTON 11 SW,GA,US,2002-08-26 17:00:00-07,2025-08-27 17:00:00-07,8,94,219.338,Columbia Solar Power Plant | Northern Preserve Solar | Egret Solar Center | Santa Fe Solar Power Plant | Nature Trail | Columbia County Solar | Cedar Trail | Maple Trail,56328,47575,8753,0.844607,70024,21,16,2,0,2,1,0,0,0,0,0,2000:outside_station_metadata_window:2184h; 2006:terminal_aws_missing:2160h; 2001:outside_station_metadata_window:2160h; 2002:partial_loaded:1416h; 2025:partial_loaded:744h; 2024:complete_loaded:18h; 2010:complete_loaded:9h; 2004:complete_loaded:9h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,999999-53131,TUCSON 11 W,AZ,US,2002-09-17 17:00:00-07,2025-08-27 17:00:00-07,7,59,292.147,Cholla | Coronado | Prescott Airport | Chino Valley Solar | RE Bagdad Solar I LLC | Prescott Solar Plant | Snowflake A Solar and BESS,56328,46597,9731,0.827244,68117,16,9,4,0,2,1,0,0,0,0,0,2000:outside_station_metadata_window:2184h; 2006:terminal_aws_missing:2160h; 2001:outside_station_metadata_window:2160h; 2002:partial_loaded:1513h; 2025:partial_loaded:744h; 2024:partial_loaded:700h; 2023:partial_loaded:140h; 2003:complete_loaded:93h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,994350-99999,WEST POINT  WA,,US,1985-04-30 17:00:00-07,2025-08-23 17:00:00-07,6,40,167.639,Roza | Drop 2 (WA) | Drop 3 (WA) | Orchard Avenue 1 | Cowiche | Goose Prairie Solar,56328,45190,11138,0.802265,66828,26,17,5,0,0,4,0,0,0,0,0,2016:terminal_aws_missing:2184h; 2007:terminal_aws_missing:2160h; 2006:terminal_aws_missing:2160h; 2005:terminal_aws_missing:2160h; 2025:partial_loaded:780h; 2023:partial_loaded:551h; 2020:partial_loaded:318h; 2021:partial_loaded:194h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,999999-94080,MEDORA 7 E,ND,US,2004-09-17 17:00:00-07,2025-08-27 17:00:00-07,6,26,230.450,"Badger Wind, LLC | Spearfish Hydro | Campbell County Wind Farm | Willow Creek Wind Power LLC | Wild Springs | Arvada",56328,45251,11077,0.803348,66462,9,2,3,0,4,0,0,0,0,0,0,2000:outside_station_metadata_window:2184h; 2003:outside_station_metadata_window:2160h; 2002:outside_station_metadata_window:2160h; 2001:outside_station_metadata_window:2160h; 2004:partial_loaded:1440h; 2025:partial_loaded:744h; 2010:partial_loaded:149h; 2024:complete_loaded:78h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,998177-99999,LAKE MURRAY,SC,US,2008-01-15 16:00:00-08,2025-08-23 17:00:00-07,3,46,109.407,Monroe Middle School | Monroe Moore Farm | Monroe Solar Facility,56328,34238,22090,0.607833,66270,26,13,4,0,8,1,0,0,0,0,0,2016:terminal_aws_missing:2184h; 2004:outside_station_metadata_window:2184h; 2000:outside_station_metadata_window:2184h; 2007:outside_station_metadata_window:2160h; 2006:outside_station_metadata_window:2160h; 2005:outside_station_metadata_window:2160h; 2003:outside_station_metadata_window:2160h; 2002:outside_station_metadata_window:2160h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,997782-99999,DOMINION TERMINAL ASSOCIATION,VA,US,2007-12-31 16:00:00-08,2025-08-23 17:00:00-07,3,41,115.292,Lewiston Solar | Kelford (Duke) | Kelford (Cypress),56328,34583,21745,0.613958,65235,26,12,5,0,8,1,0,0,0,0,0,2016:terminal_aws_missing:2184h; 2004:outside_station_metadata_window:2184h; 2000:outside_station_metadata_window:2184h; 2007:outside_station_metadata_window:2160h; 2006:outside_station_metadata_window:2160h; 2005:outside_station_metadata_window:2160h; 2003:outside_station_metadata_window:2160h; 2002:outside_station_metadata_window:2160h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,999999-54810,CHATHAM 1 SE,MI,US,2004-11-09 16:00:00-08,2025-08-27 17:00:00-07,5,56,186.351,Eagle River | Tomahawk | Packaging of America Tomahawk Mill | Rhinelander Mill | Hodag Solar,56328,45453,10875,0.806934,54375,11,5,2,0,4,0,0,0,0,0,0,2000:outside_station_metadata_window:2184h; 2003:outside_station_metadata_window:2160h; 2002:outside_station_metadata_window:2160h; 2001:outside_station_metadata_window:2160h; 2004:partial_loaded:1440h; 2025:partial_loaded:744h; 2024:complete_loaded:19h; 2007:complete_loaded:4h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,710010-99999,BURWASH,,CA,2004-12-31 16:00:00-08,2025-08-23 17:00:00-07,3,85,387.113,Solomon Gulch | Valdez Cogen | Allison Creek Hydro,56328,42090,14238,0.747231,42714,26,18,2,0,5,1,0,0,0,0,0,2004:outside_station_metadata_window:2184h; 2000:outside_station_metadata_window:2184h; 2013:terminal_aws_missing:2160h; 2003:outside_station_metadata_window:2160h; 2002:outside_station_metadata_window:2160h; 2001:outside_station_metadata_window:2160h; 2025:partial_loaded:765h; 2021:partial_loaded:121h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,999999-94078,LANDER 11 SSE,WY,US,2004-07-02 17:00:00-07,2025-08-27 17:00:00-07,3,13,143.247,General Chemical | Genesis Alkali | Sweetwater Solar,56328,43065,13263,0.764540,39789,21,14,2,0,4,1,0,0,0,0,0,2000:outside_station_metadata_window:2184h; 2006:terminal_aws_missing:2160h; 2003:outside_station_metadata_window:2160h; 2002:outside_station_metadata_window:2160h; 2001:outside_station_metadata_window:2160h; 2004:partial_loaded:1440h; 2025:partial_loaded:755h; 2017:complete_loaded:53h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,716230-99999,LONDON,,CA,1955-07-01 17:00:00-07,2025-08-23 17:00:00-07,5,69,190.016,"Carbon Limestone | Matador Solar | Wabtec U.S Rail, Grove City Engine Plant | Hickory Run Energy Station | MC Solar",56328,48521,7807,0.861401,39035,26,20,3,0,0,0,0,0,3,0,0,2024:available_raw_not_loaded:2184h; 2015:available_raw_not_loaded:2160h; 2006:available_raw_not_loaded:2160h; 2025:partial_loaded:766h; 2003:partial_loaded:111h; 2021:partial_loaded:109h; 2004:complete_loaded:102h; 2000:complete_loaded:36h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,719570-99999,INUVIK MIKE ZUBKO,,CA,1958-11-12 16:00:00-08,2025-08-23 17:00:00-07,5,40,447.592,Gwitchyaa Zhee | NSB Kaktovik Utility | NSB Nuiqsut Utility | TNSG South Plant | TNSG North Plant,56328,48570,7758,0.862271,38790,26,22,1,0,0,0,0,0,3,0,0,2024:available_raw_not_loaded:2184h; 2015:available_raw_not_loaded:2160h; 2006:available_raw_not_loaded:2160h; 2025:partial_loaded:765h; 2003:complete_loaded:94h; 2021:complete_loaded:86h; 2004:complete_loaded:59h; 2000:complete_loaded:36h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,713730-99999,FRELIGHSBURG  QUE,,CA,1992-05-04 17:00:00-07,2025-08-23 17:00:00-07,11,84,186.518,"Eastman Falls | Stevens Mills Dam | NE Renewable Springfield, LLC | Lower Village Water Power Project | Wheelabrator Claremont Facility | Lochmere Hydroelectric Plant | Bald Mountain Solar | Ascutney",56328,52877,3451,0.938734,37961,26,19,7,0,0,0,0,0,0,0,0,2000:partial_loaded:852h; 2025:partial_loaded:810h; 2003:partial_loaded:343h; 2002:partial_loaded:294h; 2021:partial_loaded:206h; 2001:partial_loaded:183h; 2004:partial_loaded:175h; 2022:complete_loaded:99h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,994420-99999,DAUPHIN ISLAND  AL,,US,1987-02-18 16:00:00-08,2021-12-16 16:00:00-08,2,87,172.388,Buras | Toca Plant,56328,37610,18718,0.667696,37436,25,14,3,0,4,4,0,0,0,0,0,2024:outside_station_metadata_window:2184h; 2016:terminal_aws_missing:2184h; 2025:outside_station_metadata_window:2160h; 2023:outside_station_metadata_window:2160h; 2022:outside_station_metadata_window:2160h; 2007:terminal_aws_missing:2160h; 2006:terminal_aws_missing:2160h; 2005:terminal_aws_missing:2160h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,780730-99999,NASSAU INTL / LYNDEN PINDLING INTL,,BS,1972-12-31 16:00:00-08,2025-08-23 17:00:00-07,3,94,281.182,Cutler | Central District Wastewater Treat Plant | Wynwood Energy Storage,56328,44005,12323,0.781228,36969,26,7,16,0,0,0,0,0,3,0,0,2024:available_raw_not_loaded:2184h; 2015:available_raw_not_loaded:2160h; 2006:available_raw_not_loaded:2160h; 2025:partial_loaded:765h; 2007:partial_loaded:644h; 2003:partial_loaded:632h; 2004:partial_loaded:480h; 2005:partial_loaded:390h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,999999-04130,ST. MARY 1 SSW,MT,US,2003-09-24 17:00:00-07,2025-08-27 17:00:00-07,3,89,393.202,Salmon Diesel | Apex Solar | Anthelope Hills Solar Generation BESS,56328,45482,10846,0.807449,32538,9,3,2,0,3,1,0,0,0,0,0,2000:outside_station_metadata_window:2184h; 2006:terminal_aws_missing:2160h; 2002:outside_station_metadata_window:2160h; 2001:outside_station_metadata_window:2160h; 2003:partial_loaded:1416h; 2025:partial_loaded:744h; 2024:complete_loaded:19h; 2004:complete_loaded:2h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,998218-99999,SHELL BEACH,LA,US,2008-10-21 17:00:00-07,2025-08-23 17:00:00-07,1,28,74.474,Grand Isle Gas Plant / Treating Station,56328,32702,23626,0.580564,23626,26,10,7,0,8,1,0,0,0,0,0,2016:terminal_aws_missing:2184h; 2004:outside_station_metadata_window:2184h; 2000:outside_station_metadata_window:2184h; 2007:outside_station_metadata_window:2160h; 2006:outside_station_metadata_window:2160h; 2005:outside_station_metadata_window:2160h; 2003:outside_station_metadata_window:2160h; 2002:outside_station_metadata_window:2160h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,719530-99999,WATSON LAKE,,CA,1942-03-31 17:00:00-07,2025-08-23 17:00:00-07,3,83,456.342,Wrangell | Thorne Bay Plant | Tyee Lake Hydroelectric Facility,56328,48499,7829,0.861011,23487,26,21,2,0,0,0,0,0,3,0,0,2024:available_raw_not_loaded:2184h; 2015:available_raw_not_loaded:2160h; 2006:available_raw_not_loaded:2160h; 2025:partial_loaded:772h; 2021:partial_loaded:115h; 2003:complete_loaded:100h; 2004:complete_loaded:57h; 2000:complete_loaded:51h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,999999-53927,STILLWATER 5 WNW,OK,US,2002-03-11 16:00:00-08,2025-08-27 17:00:00-07,2,98,315.062,Ensign Wind LLC | Bluestem,56328,47366,8962,0.840896,17924,12,6,3,0,2,1,0,0,0,0,0,2000:outside_station_metadata_window:2184h; 2006:terminal_aws_missing:2160h; 2001:outside_station_metadata_window:2160h; 2002:partial_loaded:1477h; 2025:partial_loaded:744h; 2020:partial_loaded:196h; 2024:complete_loaded:18h; 2004:complete_loaded:11h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,999999-53877,ASHEVILLE 8 SSW,NC,US,2000-11-19 16:00:00-08,2025-08-27 17:00:00-07,2,89,273.896,Wolf Creek | Blue Ridge Generating,56328,47379,8949,0.841127,17898,13,7,3,1,0,2,0,0,0,0,0,2000:empty_loaded:2184h; 2007:terminal_aws_missing:2160h; 2006:terminal_aws_missing:2160h; 2001:partial_loaded:1419h; 2025:partial_loaded:744h; 2009:partial_loaded:236h; 2024:complete_loaded:20h; 2005:complete_loaded:11h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,999999-54796,KINGSTON 1 NW,RI,US,2001-12-15 16:00:00-08,2025-08-27 17:00:00-07,2,99,160.342,Falls Village | Truck Stop,56328,49258,7070,0.874485,14140,15,11,2,0,1,1,0,0,0,0,0,2000:outside_station_metadata_window:2184h; 2017:terminal_aws_missing:2160h; 2001:partial_loaded:1826h; 2025:partial_loaded:744h; 2005:complete_loaded:44h; 2023:complete_loaded:36h; 2002:complete_loaded:24h; 2024:complete_loaded:19h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,999999-53136,MERCURY 3 SSW,NV,US,2001-05-23 17:00:00-07,2025-08-27 17:00:00-07,1,88,310.026,Parker Dam,56328,43276,13052,0.768286,13052,16,9,2,1,1,3,0,0,0,0,0,2000:outside_station_metadata_window:2184h; 2006:terminal_aws_missing:2160h; 2003:terminal_aws_missing:2160h; 2002:terminal_aws_missing:2160h; 2001:empty_loaded:2160h; 2004:partial_loaded:1440h; 2025:partial_loaded:744h; 2024:complete_loaded:20h
fixed_period_gap_causes_20260625T123832Z,plant_ecwt_provisional_fixed_period_20260625T121752Z,718620-99999,ESTEVAN A,,CA,1955-07-01 17:00:00-07,2025-08-23 17:00:00-07,1,78,350.680,"Thunder Spirit Wind, LLC",56328,52422,3906,0.930656,3906,24,20,3,0,0,1,0,0,0,0,0,2005:terminal_aws_missing:2160h; 2025:partial_loaded:764h; 2016:partial_loaded:211h; 2021:partial_loaded:163h; 2015:complete_loaded:99h; 2004:complete_loaded:98h; 2003:complete_loaded:97h; 2006:complete_loaded:37h
