priority_run_id,station_id,station_name,station_state,station_country,plant_count,distinct_plant_states,top_plant_states,min_distance_km,median_distance_km,max_distance_km,min_normalized_coverage_ratio,median_normalized_coverage_ratio,max_normalized_coverage_ratio,total_valid_hour_gap_to_threshold,gap_le_24h_count,gap_le_168h_count,gap_le_720h_count,gap_le_2160h_count,gap_gt_2160h_count
normalized_active_window_blocker_priority_20260625T060119Z,722666-99999,BROWNWOOD MUNICIPAL,TX,US,1,1,TX:1,76.438,76.438,76.438,0.528290,0.528290,0.528290,5486,0,0,0,0,1
normalized_active_window_blocker_priority_20260625T060119Z,998255-99999,MACKINAW CITY,MI,US,1,1,MI:1,24.419,24.419,24.419,0.791667,0.791667,0.791667,5830,0,0,0,0,1
normalized_active_window_blocker_priority_20260625T060119Z,997360-99999,BAYOU GAUCHE,LA,US,1,1,LA:1,36.023,36.023,36.023,0.797949,0.797949,0.797949,5930,0,0,0,0,1
normalized_active_window_blocker_priority_20260625T060119Z,722067-99999,CECIL FLD,FL,US,1,1,FL:1,63.972,63.972,63.972,0.374630,0.374630,0.374630,6228,0,0,0,0,1
normalized_active_window_blocker_priority_20260625T060119Z,703050-25623,CAPE HEWENHAM LRRS AIRPORT,AK,US,1,1,AK:1,122.354,122.354,122.354,0.799515,0.799515,0.799515,6519,0,0,0,0,1
normalized_active_window_blocker_priority_20260625T060119Z,721019-99999,INDIA (PALERMO),ND,US,1,1,ND:1,61.215,61.215,61.215,0.709817,0.709817,0.709817,7287,0,0,0,0,1
normalized_active_window_blocker_priority_20260625T060119Z,998473-99999,LOUISIANA OFFSHORE OIL PORT,LA,US,1,1,LA:1,41.126,41.126,41.126,0.705194,0.705194,0.705194,7956,0,0,0,0,1
normalized_active_window_blocker_priority_20260625T060119Z,722866-99999,SAN BERNARDINO INTL,CA,US,1,1,CA:1,61.519,61.519,61.519,0.727999,0.727999,0.727999,8174,0,0,0,0,1
normalized_active_window_blocker_priority_20260625T060119Z,717470-99999,ATIKOKAN (AUT)  ONT,,CA,1,1,MN:1,91.338,91.338,91.338,0.777298,0.777298,0.777298,9351,0,0,0,0,1
normalized_active_window_blocker_priority_20260625T060119Z,703656-99999,QUINHAGAK AIRPORT,AK,US,1,1,AK:1,115.636,115.636,115.636,0.584603,0.584603,0.584603,9498,0,0,0,0,1
normalized_active_window_blocker_priority_20260625T060119Z,720565-99999,HEBER CITY / HEBER VALLEY MUNICIPAL AIRPORT,UT,US,1,1,UT:1,136.410,136.410,136.410,0.671774,0.671774,0.671774,9643,0,0,0,0,1
normalized_active_window_blocker_priority_20260625T060119Z,998193-99999,MOKUOLOE,HI,US,1,1,HI:1,27.380,27.380,27.380,0.654436,0.654436,0.654436,11527,0,0,0,0,1
normalized_active_window_blocker_priority_20260625T060119Z,726130-14755,MT. WASHINGTON OBSERVATORY,NH,US,1,1,ME:1,39.054,39.054,39.054,0.659372,0.659372,0.659372,12590,0,0,0,0,1
normalized_active_window_blocker_priority_20260625T060119Z,719664-99999,DAWSON,,CA,1,1,AK:1,184.457,184.457,184.457,0.720743,0.720743,0.720743,12914,0,0,0,0,1
normalized_active_window_blocker_priority_20260625T060119Z,702628-00105,MARSHALL DON HUNTER SR AIRPORT,AK,US,1,1,AK:1,3.003,3.003,3.003,0.396814,0.396814,0.396814,23964,0,0,0,0,1
normalized_active_window_blocker_priority_20260625T060119Z,722170-03813,MIDDLE GEORGIA REGIONAL AIRPORT,GA,US,1,1,GA:1,77.196,77.196,77.196,0.483312,0.483312,0.483312,26288,0,0,0,0,1
normalized_active_window_blocker_priority_20260625T060119Z,725330-14827,FORT WAYNE INTERNATIONAL AIRPORT,IN,US,1,1,IN:1,39.965,39.965,39.965,0.479797,0.479797,0.479797,26486,0,0,0,0,1
normalized_active_window_blocker_priority_20260625T060119Z,723340-13893,MEMPHIS INTERNATIONAL AIRPORT,TN,US,1,1,MS:1,75.081,75.081,75.081,0.476335,0.476335,0.476335,26681,0,0,0,0,1
normalized_active_window_blocker_priority_20260625T060119Z,722180-03820,AUGUSTA REGIONAL AT BUSH FIELD AP,GA,US,1,1,GA:1,72.371,72.371,72.371,0.363833,0.363833,0.363833,33018,0,0,0,0,1
normalized_active_window_blocker_priority_20260625T060119Z,722021-92816,VANDENBERG AIRPORT,FL,US,1,1,FL:1,33.981,33.981,33.981,0.175330,0.175330,0.175330,35232,0,0,0,0,1
