priority_run_id,station_id,station_name,station_state,station_country,plant_count,distinct_plant_states,top_plant_states,min_distance_km,median_distance_km,max_distance_km,min_normalized_coverage_ratio,median_normalized_coverage_ratio,max_normalized_coverage_ratio,total_valid_hour_gap_to_threshold,gap_le_24h_count,gap_le_168h_count,gap_le_720h_count,gap_le_2160h_count,gap_gt_2160h_count
normalized_active_window_blocker_priority_20260625T060119Z,723898-99999,HANFORD MUNI,CA,US,265,1,CA:265,1.199,59.332,115.308,0.943650,0.943650,0.943650,21995,0,265,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,726166-99999,WILLIAM H MORSE STATE,VT,US,149,3,NY:130;MA:13;VT:6,3.586,53.963,125.682,0.844697,0.844697,0.844697,169860,0,0,0,149,0
normalized_active_window_blocker_priority_20260625T060119Z,725068-99999,TAUNTON MUNI,MA,US,129,1,MA:129,2.843,23.237,46.485,0.920895,0.920895,0.920895,48891,0,0,129,0,0
normalized_active_window_blocker_priority_20260625T060119Z,720972-99999,ST MARY HOSPITAL HELIPORT,MN,US,101,3,MN:94;IA:4;WI:3,1.447,36.283,82.442,0.917313,0.917313,0.917313,107363,0,0,0,101,0
normalized_active_window_blocker_priority_20260625T060119Z,997743-99999,ROBBINS REEF,NJ,US,95,2,NJ:72;NY:23,2.095,17.164,37.078,0.851564,0.851564,0.851564,364705,0,0,0,0,95
normalized_active_window_blocker_priority_20260625T060119Z,746929-99999,DUPLIN CO,NC,US,91,1,NC:91,3.379,30.423,54.558,0.844974,0.844974,0.844974,103467,0,0,0,91,0
normalized_active_window_blocker_priority_20260625T060119Z,727517-99999,GLENCOE MUNI,MN,US,86,1,MN:86,4.479,36.751,73.119,0.817535,0.817535,0.817535,123324,0,0,0,86,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-94644,OLD TOWN 2 W,ME,US,79,1,ME:79,2.176,66.771,96.139,0.916051,0.916051,0.916051,139435,0,0,0,79,0
normalized_active_window_blocker_priority_20260625T060119Z,724846-99999,NORTH LAS VEGAS,NV,US,77,3,NV:61;AZ:12;CA:4,6.847,44.980,161.706,0.921202,0.921202,0.921202,28875,0,0,77,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-03758,DURHAM 11 W,NC,US,76,2,NC:68;VA:8,7.664,45.387,83.565,0.946574,0.946574,0.946574,10716,0,76,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,720329-99999,CABLE,CA,US,74,1,CA:74,4.730,22.560,61.419,0.852781,0.852781,0.852781,140230,0,0,0,74,0
normalized_active_window_blocker_priority_20260625T060119Z,745944-93784,BALTIMORE DOWNTOWN,MD,US,70,1,MD:70,1.041,23.622,46.732,0.898505,0.898505,0.898505,203070,0,0,0,0,70
normalized_active_window_blocker_priority_20260625T060119Z,999999-03047,MONAHANS 6 ENE,TX,US,69,2,TX:66;NM:3,12.991,70.601,118.883,0.909642,0.909642,0.909642,138759,0,0,0,69,0
normalized_active_window_blocker_priority_20260625T060119Z,726596-99999,DODGE CENTER,MN,US,64,2,MN:55;IA:9,32.573,53.341,87.853,0.848023,0.848023,0.848023,70656,0,0,0,64,0
normalized_active_window_blocker_priority_20260625T060119Z,724085-99999,NORTHEAST PHILADELPH,PA,US,63,2,NJ:47;PA:16,2.667,24.157,44.647,0.947368,0.947368,0.947368,1449,63,0,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-54811,SHABBONA 5 NNE,IL,US,62,1,IL:62,7.445,42.767,75.989,0.941153,0.941153,0.941153,27342,0,0,62,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-03072,BRONTE 11 NNE,TX,US,62,1,TX:62,10.837,73.507,131.374,0.938389,0.938389,0.938389,31186,0,0,62,0,0
normalized_active_window_blocker_priority_20260625T060119Z,725348-99999,LEWIS UNIVERSITY,IL,US,62,1,IL:62,3.799,41.148,70.801,0.854675,0.854675,0.854675,63984,0,0,0,62,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-04990,SIOUX FALLS 14 NNE,SD,US,62,3,MN:53;SD:8;IA:1,14.666,54.814,142.567,0.916109,0.916109,0.916109,109244,0,0,0,62,0
normalized_active_window_blocker_priority_20260625T060119Z,725046-99999,GROTON NEW LONDON,CT,US,61,3,CT:51;RI:8;NY:2,2.445,26.246,50.524,0.932595,0.932595,0.932595,9211,0,61,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,724008-99999,HALIFAX CO,NC,US,56,2,NC:49;VA:7,15.242,51.433,80.348,0.949569,0.949569,0.949569,336,56,0,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,722144-99999,MAPLE LAKE MUNICIPAL,MN,US,56,1,MN:56,8.895,23.732,45.772,0.664595,0.664595,0.664595,69440,0,0,0,56,0
normalized_active_window_blocker_priority_20260625T060119Z,997278-99999,PROVIDENCE,,US,54,3,RI:47;MA:6;CT:1,0.831,14.806,42.870,0.891436,0.891436,0.891436,123336,0,0,0,0,54
normalized_active_window_blocker_priority_20260625T060119Z,725287-99999,NIAGARA FALLS INTL,NY,US,52,1,NY:52,2.853,36.356,83.212,0.927285,0.927285,0.927285,10244,0,0,52,0,0
normalized_active_window_blocker_priority_20260625T060119Z,722955-99999,ZAMPERINI FLD,CA,US,51,1,CA:51,4.436,10.539,30.114,0.483933,0.483933,0.483933,309213,0,0,0,0,51
normalized_active_window_blocker_priority_20260625T060119Z,997275-99999,PORTLAND,,US,51,1,ME:51,35.978,61.714,95.594,0.757769,0.757769,0.757769,382347,0,0,0,0,51
normalized_active_window_blocker_priority_20260625T060119Z,725194-99999,PENN YAN,NY,US,50,1,NY:50,20.132,59.562,87.444,0.908825,0.908825,0.908825,26800,0,0,50,0,0
normalized_active_window_blocker_priority_20260625T060119Z,745046-99999,MADERA MUNI,CA,US,46,1,CA:46,9.092,55.618,144.444,0.935809,0.935809,0.935809,8510,0,0,46,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-53154,YUMA 27 ENE,AZ,US,46,2,CA:34;AZ:12,30.606,99.550,162.442,0.942974,0.942974,0.942974,12604,0,0,46,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-04222,REDDING 12 WNW,CA,US,46,1,CA:46,1.745,66.382,127.784,0.942919,0.942919,0.942919,16238,0,0,46,0,0
normalized_active_window_blocker_priority_20260625T060119Z,720551-99999,MINDEN TAHOE AIRPORT,NV,US,46,2,NV:35;CA:11,16.926,65.683,156.426,0.834334,0.834334,0.834334,138322,0,0,0,0,46
normalized_active_window_blocker_priority_20260625T060119Z,911780-99999,KALAELOA ARPT,HI,US,43,1,HI:43,2.093,17.786,190.958,0.936347,0.936347,0.936347,7654,0,0,43,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-03761,AVONDALE 2 N,PA,US,43,4,PA:17;DE:14;MD:10;NJ:2,4.554,31.647,56.458,0.916482,0.916482,0.916482,62436,0,0,0,43,0
normalized_active_window_blocker_priority_20260625T060119Z,720644-99999,BUCKEYE MUNI,AZ,US,41,1,AZ:41,10.199,30.674,137.315,0.825600,0.825600,0.825600,44198,0,0,0,41,0
normalized_active_window_blocker_priority_20260625T060119Z,722800-99999,YUMA INTL AIRPORT,AZ,US,41,1,CA:41,75.975,98.163,118.790,0.834808,0.834808,0.834808,51250,0,0,0,41,0
normalized_active_window_blocker_priority_20260625T060119Z,746936-99999,HARTNETT COUNTY,NC,US,40,1,NC:40,14.912,40.223,61.200,0.848208,0.848208,0.848208,44080,0,0,0,40,0
normalized_active_window_blocker_priority_20260625T060119Z,722436-99999,HOUSTON/ELLINGTON,TX,US,39,1,TX:39,5.212,22.065,39.929,0.852968,0.852968,0.852968,41067,0,0,0,39,0
normalized_active_window_blocker_priority_20260625T060119Z,723030-99999,POPE FIELD,NC,US,38,1,NC:38,13.635,35.273,56.099,0.902655,0.902655,0.902655,19532,0,0,38,0,0
normalized_active_window_blocker_priority_20260625T060119Z,720141-04868,MARSHALL CO,IL,US,38,1,IL:38,2.183,55.768,79.866,0.828774,0.828774,0.828774,79838,0,0,0,38,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-03054,MULESHOE 19 S,TX,US,37,2,TX:29;NM:8,13.568,100.207,155.276,0.908946,0.908946,0.908946,72409,0,0,0,37,0
normalized_active_window_blocker_priority_20260625T060119Z,723810-99999,EDWARDS AFB,CA,US,37,1,CA:37,33.075,86.233,110.766,0.688606,0.688606,0.688606,104932,0,0,0,0,37
normalized_active_window_blocker_priority_20260625T060119Z,726414-99999,MONROE MUNI,WI,US,35,2,IL:27;WI:8,18.534,37.943,54.977,0.807834,0.807834,0.807834,53865,0,0,0,35,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-54808,CHAMPAIGN 9 SW,IL,US,35,1,IL:35,11.224,54.577,78.238,0.875769,0.875769,0.875769,135065,0,0,0,0,35
normalized_active_window_blocker_priority_20260625T060119Z,723117-99999,ROCK HILL YORK CO,SC,US,34,2,NC:28;SC:6,5.778,38.369,51.877,0.843219,0.843219,0.843219,39304,0,0,0,34,0
normalized_active_window_blocker_priority_20260625T060119Z,722826-93762,SITE R,PA,US,34,3,MD:22;PA:10;WV:2,9.913,32.776,57.961,0.664127,0.664127,0.664127,252654,0,0,0,0,34
normalized_active_window_blocker_priority_20260625T060119Z,746935-99999,ASHEBORO RGNL,NC,US,33,1,NC:33,3.439,34.742,57.112,0.842757,0.842757,0.842757,38313,0,0,0,33,0
normalized_active_window_blocker_priority_20260625T060119Z,994018-99999,LA JOLLA,,US,33,1,CA:33,1.870,12.085,24.694,0.745769,0.745769,0.745769,262845,0,0,0,0,33
normalized_active_window_blocker_priority_20260625T060119Z,724096-99999,MC GUIRE AFB,NJ,US,32,1,NJ:32,16.858,35.341,50.653,0.939159,0.939159,0.939159,3776,0,32,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,723116-99999,DARLINGTON CO JETPOR,SC,US,32,1,SC:32,14.788,41.681,63.180,0.940344,0.940344,0.940344,4032,0,32,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,722017-12876,WINTER HAVEN,FL,US,32,1,FL:32,4.406,29.838,62.157,0.921656,0.921656,0.921656,9824,0,0,32,0,0
normalized_active_window_blocker_priority_20260625T060119Z,997280-99999,KINGS POINT,,US,32,2,NY:28;CT:4,10.032,23.550,37.541,0.874154,0.874154,0.874154,94656,0,0,0,0,32
normalized_active_window_blocker_priority_20260625T060119Z,726140-54742,ST. JOHNSBURY(AMOS),VT,US,32,2,VT:18;NH:14,4.106,29.662,81.725,0.848867,0.848867,0.848867,182304,0,0,0,0,32
normalized_active_window_blocker_priority_20260625T060119Z,722535-99999,LACKLAND AFB KELLY,TX,US,31,1,TX:31,3.457,26.734,98.722,0.924871,0.924871,0.924871,8463,0,0,31,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-53150,YOSEMITE VILLAGE 12 W,CA,US,31,1,CA:31,42.401,64.077,120.554,0.928960,0.928960,0.928960,26846,0,0,0,31,0
normalized_active_window_blocker_priority_20260625T060119Z,726444-99999,PRAIRIE DU CHIEN MUN,WI,US,31,2,IA:18;WI:13,4.768,59.711,87.124,0.857539,0.857539,0.857539,31031,0,0,0,31,0
normalized_active_window_blocker_priority_20260625T060119Z,746925-99999,WARREN FLD,NC,US,31,1,NC:31,11.038,45.137,57.768,0.853659,0.853659,0.853659,32333,0,0,0,31,0
normalized_active_window_blocker_priority_20260625T060119Z,725327-99999,PORTER CO MUNI,IN,US,30,2,IN:28;IL:2,14.625,44.253,84.350,0.937192,0.937192,0.937192,5010,0,30,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,723066-99999,SEYMOUR JOHNSON AFB,NC,US,30,1,NC:30,11.746,41.059,56.572,0.810564,0.810564,0.810564,45390,0,0,0,30,0
normalized_active_window_blocker_priority_20260625T060119Z,720582-99999,TODD FLD,MN,US,30,1,MN:30,25.320,45.240,58.687,0.821571,0.821571,0.821571,50130,0,0,0,30,0
normalized_active_window_blocker_priority_20260625T060119Z,722097-99999,HARLAN MUNI,IA,US,29,1,IA:29,7.000,61.720,87.196,0.648711,0.648711,0.648711,37961,0,0,0,29,0
normalized_active_window_blocker_priority_20260625T060119Z,727130-99999,PRESQUE ISLE (AWOS),ME,US,28,1,ME:28,0.904,27.738,125.561,0.935826,0.935826,0.935826,3444,0,28,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,713000-99999,KEMPTVILLE CS  ONT,,CA,28,1,NY:28,39.663,64.462,81.088,0.917800,0.917800,0.917800,42980,0,0,0,28,0
normalized_active_window_blocker_priority_20260625T060119Z,997290-99999,BRIDGEPORT,,US,28,1,CT:28,0.473,16.255,34.504,0.836487,0.836487,0.836487,123956,0,0,0,0,28
normalized_active_window_blocker_priority_20260625T060119Z,994023-99999,PORT SAN LUIS,CA,US,28,1,CA:28,9.493,58.016,103.106,0.739949,0.739949,0.739949,229376,0,0,0,0,28
normalized_active_window_blocker_priority_20260625T060119Z,999999-93245,BODEGA 6 WSW,CA,US,27,1,CA:27,27.483,50.103,115.821,0.941154,0.941154,0.941154,9315,0,0,27,0,0
normalized_active_window_blocker_priority_20260625T060119Z,722068-53860,JACKSONVILLE/CRAIG,FL,US,26,2,FL:25;GA:1,7.644,36.123,65.054,0.940137,0.940137,0.940137,3900,0,26,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,724455-99999,KIRKSVILLE RGNL,MO,US,26,2,MO:23;IA:3,7.490,64.713,98.082,0.922091,0.922091,0.922091,6292,0,0,26,0,0
normalized_active_window_blocker_priority_20260625T060119Z,722175-99999,ROBINS AFB,GA,US,26,1,GA:26,5.577,35.879,76.479,0.891869,0.891869,0.891869,16406,0,0,26,0,0
normalized_active_window_blocker_priority_20260625T060119Z,722032-99999,WASECA MUNI,MN,US,26,2,MN:17;IA:9,12.906,52.701,89.638,0.663904,0.663904,0.663904,32318,0,0,0,26,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-54797,KINGSTON 1 W,RI,US,26,2,RI:21;CT:5,12.844,25.757,52.757,0.922798,0.922798,0.922798,38298,0,0,0,26,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-53162,COOLIDGE 5 W,AZ,US,26,1,AZ:26,8.361,19.263,83.015,0.802384,0.802384,0.802384,41548,0,0,0,26,0
normalized_active_window_blocker_priority_20260625T060119Z,997338-99999,CHICAGO,IL,US,26,2,IL:19;IN:7,17.196,28.788,40.975,0.844103,0.844103,0.844103,107380,0,0,0,0,26
normalized_active_window_blocker_priority_20260625T060119Z,723528-99999,FREDERICK MUNI,OK,US,25,2,TX:19;OK:6,29.557,66.837,102.447,0.945034,0.945034,0.945034,1625,0,25,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,997361-99999,EAGLE POINT,TX,US,25,1,TX:25,11.361,30.207,53.671,0.873051,0.873051,0.873051,75025,0,0,0,0,25
normalized_active_window_blocker_priority_20260625T060119Z,722176-99999,NEWNAN COWETA CO,GA,US,24,2,GA:20;AL:4,20.247,54.069,84.673,0.935886,0.935886,0.935886,4416,0,0,24,0,0
normalized_active_window_blocker_priority_20260625T060119Z,724106-99999,DANVILLE RGNL,VA,US,24,1,VA:24,10.839,55.097,86.530,0.898084,0.898084,0.898084,10800,0,0,24,0,0
normalized_active_window_blocker_priority_20260625T060119Z,722082-99999,ALBERTUS,IL,US,24,2,IL:21;IA:3,51.632,58.459,82.757,0.664365,0.664365,0.664365,29784,0,0,0,24,0
normalized_active_window_blocker_priority_20260625T060119Z,723104-99999,COLUMBIA OWENS APT,SC,US,23,1,SC:23,5.518,32.129,63.012,0.947801,0.947801,0.947801,667,0,23,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,747880-99999,MACDILL AFB/TAMPA,FL,US,23,1,FL:23,9.879,18.692,52.173,0.930033,0.930033,0.930033,4991,0,0,23,0,0
normalized_active_window_blocker_priority_20260625T060119Z,725087-99999,HARTFORD BRAINARD,CT,US,23,1,CT:23,10.082,21.018,43.272,0.888042,0.888042,0.888042,12351,0,0,23,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-63850,WATKINSVILLE 5 SSE,GA,US,23,1,GA:23,11.220,29.184,66.361,0.907037,0.907037,0.907037,47104,0,0,0,23,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-93243,MERCED 23 WSW,CA,US,23,1,CA:23,26.252,53.054,76.547,0.897491,0.897491,0.897491,57569,0,0,0,0,23
normalized_active_window_blocker_priority_20260625T060119Z,998435-99999,OGDENSBURG,,US,23,1,NY:23,46.801,80.467,96.592,0.824071,0.824071,0.824071,100395,0,0,0,0,23
normalized_active_window_blocker_priority_20260625T060119Z,722539-99999,SAN MARCOS MUNI,TX,US,22,1,TX:22,17.766,41.707,63.618,0.947263,0.947263,0.947263,792,0,22,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-53152,SANTA BARBARA 11 W,CA,US,22,1,CA:22,16.098,92.863,103.317,0.939231,0.939231,0.939231,9240,0,0,22,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-23908,JOPLIN 24 N,MO,US,22,2,KS:11;MO:11,7.690,52.327,110.085,0.936322,0.936322,0.936322,12386,0,0,22,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-03733,ELKINS 21 ENE,WV,US,22,3,MD:10;WV:10;VA:2,19.653,48.381,93.792,0.937099,0.937099,0.937099,14146,0,0,22,0,0
normalized_active_window_blocker_priority_20260625T060119Z,722134-99999,VIDALIA RGNL,GA,US,22,1,GA:22,11.489,48.922,76.053,0.855599,0.855599,0.855599,22484,0,0,0,22,0
normalized_active_window_blocker_priority_20260625T060119Z,997695-99999,JOHN MERCER PIER,,US,22,1,NC:22,19.431,38.931,59.241,0.882103,0.882103,0.882103,58256,0,0,0,0,22
normalized_active_window_blocker_priority_20260625T060119Z,720165-99999,WARNER SPRINGS GLIDERPORT,CA,US,21,1,CA:21,36.185,65.308,109.980,0.852716,0.852716,0.852716,30996,0,0,0,21,0
normalized_active_window_blocker_priority_20260625T060119Z,998017-99999,CHESAPEAKE BAY,VA,US,21,1,VA:21,7.682,36.533,63.169,0.873590,0.873590,0.873590,62580,0,0,0,0,21
normalized_active_window_blocker_priority_20260625T060119Z,724837-99999,BEALE AFB,CA,US,21,1,CA:21,7.302,53.936,87.596,0.672105,0.672105,0.672105,63315,0,0,0,0,21
normalized_active_window_blocker_priority_20260625T060119Z,720642-99999,CHEYENNE MTN AS,CO,US,21,1,CO:21,6.292,54.661,67.613,0.727222,0.727222,0.727222,141939,0,0,0,0,21
normalized_active_window_blocker_priority_20260625T060119Z,722034-99999,CHARLOTTE CO,FL,US,20,1,FL:20,14.470,48.074,88.147,0.945572,0.945572,0.945572,1160,0,20,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-03074,LAS CRUCES 20 N,NM,US,20,2,NM:11;TX:9,34.647,83.468,101.707,0.946186,0.946186,0.946186,3140,0,20,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,723147-99999,GASTONIA MUNI,NC,US,20,1,NC:20,20.745,39.132,50.870,0.831855,0.831855,0.831855,25580,0,0,0,20,0
normalized_active_window_blocker_priority_20260625T060119Z,720293-99999,INDEPENDENCE MUNI,IA,US,20,1,IA:20,24.901,51.343,82.095,0.631676,0.631676,0.631676,27660,0,0,0,20,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-03060,MONTROSE 11 ENE,CO,US,20,1,CO:20,6.961,53.160,111.708,0.908107,0.908107,0.908107,39940,0,0,0,20,0
normalized_active_window_blocker_priority_20260625T060119Z,725466-99999,ANKENY REGIONAL ARP,IA,US,20,1,IA:20,38.370,65.398,80.763,0.653213,0.653213,0.653213,77220,0,0,0,0,20
normalized_active_window_blocker_priority_20260625T060119Z,724116-99999,DUBLIN/NEW RIV VLLY,VA,US,19,2,VA:18;WV:1,5.738,53.693,100.014,0.931325,0.931325,0.931325,3078,0,19,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-23906,PORT ARANSAS 32 NNE,TX,US,19,1,TX:19,23.403,51.035,72.301,0.923324,0.923324,0.923324,20862,0,0,0,19,0
normalized_active_window_blocker_priority_20260625T060119Z,722270-99999,MARIETTA/DOBBINS AF,GA,US,19,1,GA:19,11.029,21.349,32.628,0.738477,0.738477,0.738477,43605,0,0,0,0,19
normalized_active_window_blocker_priority_20260625T060119Z,998481-99999,MANCHESTER,TX,US,19,1,TX:19,27.227,40.837,59.206,0.706241,0.706241,0.706241,150518,0,0,0,0,19
normalized_active_window_blocker_priority_20260625T060119Z,716200-99999,KINGSTON,,CA,19,1,NY:19,39.538,57.501,79.717,0.731768,0.731768,0.731768,233567,0,0,0,0,19
normalized_active_window_blocker_priority_20260625T060119Z,725686-99999,CONVERSE CO,WY,US,18,1,WY:18,19.198,53.159,143.763,0.939960,0.939960,0.939960,2358,0,18,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-54903,NECEDAH 5 WNW,WI,US,18,1,WI:18,12.174,45.669,83.128,0.947088,0.947088,0.947088,2502,0,18,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,723435-99999,MOUNT IDA,AR,US,18,1,AR:18,35.659,67.371,90.368,0.928650,0.928650,0.928650,4176,0,0,18,0,0
normalized_active_window_blocker_priority_20260625T060119Z,726560-94966,PIERRE RGNL,SD,US,18,2,MN:16;ND:2,8.247,80.223,87.191,0.928215,0.928215,0.928215,4248,0,0,18,0,0
normalized_active_window_blocker_priority_20260625T060119Z,725755-99999,HILL AFB,UT,US,18,2,UT:16;WY:2,57.498,84.731,120.149,0.909476,0.909476,0.909476,7920,0,0,18,0,0
normalized_active_window_blocker_priority_20260625T060119Z,726416-99999,TRI CO RGNL,WI,US,18,1,WI:18,52.651,67.236,78.888,0.834257,0.834257,0.834257,18054,0,0,0,18,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-53156,PHOENIX 7 S,AZ,US,18,1,AZ:18,9.929,16.746,33.656,0.799982,0.799982,0.799982,29232,0,0,0,18,0
normalized_active_window_blocker_priority_20260625T060119Z,720534-99999,ERIE MUNI,CO,US,18,1,CO:18,11.224,32.250,42.606,0.753141,0.753141,0.753141,38358,0,0,0,18,0
normalized_active_window_blocker_priority_20260625T060119Z,722520-99999,LAREDO INTL AIRPORT,TX,US,17,1,TX:17,4.529,54.952,103.168,0.900984,0.900984,0.900984,16269,0,0,0,17,0
normalized_active_window_blocker_priority_20260625T060119Z,723441-99999,ALBION MUNI,NE,US,17,1,NE:17,16.379,55.061,113.002,0.663674,0.663674,0.663674,21148,0,0,0,17,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-03048,SOCORRO 20 N,NM,US,17,1,NM:17,29.646,54.064,133.746,0.907514,0.907514,0.907514,35989,0,0,0,17,0
normalized_active_window_blocker_priority_20260625T060119Z,997301-99999,FT PALASKI,GA,US,17,2,GA:13;SC:4,22.533,43.902,66.477,0.880641,0.880641,0.880641,45985,0,0,0,0,17
normalized_active_window_blocker_priority_20260625T060119Z,997297-99999,CAMBRIDGE  MD,MD,US,17,1,MD:17,3.458,35.687,55.739,0.865333,0.865333,0.865333,56134,0,0,0,0,17
normalized_active_window_blocker_priority_20260625T060119Z,998009-99999,ROCHESTER,NY,US,17,1,NY:17,14.605,33.324,60.532,0.858359,0.858359,0.858359,60758,0,0,0,0,17
normalized_active_window_blocker_priority_20260625T060119Z,998015-99999,WELLS RESERVE,ME,US,17,1,ME:17,33.381,46.491,70.931,0.836051,0.836051,0.836051,75548,0,0,0,0,17
normalized_active_window_blocker_priority_20260625T060119Z,720472-99999,STEVEN A BEAN MUNI,ME,US,17,1,ME:17,11.970,54.003,90.056,0.669899,0.669899,0.669899,92803,0,0,0,0,17
normalized_active_window_blocker_priority_20260625T060119Z,724388-99999,GOSHEN MUNI,IN,US,16,2,IN:12;MI:4,10.596,37.043,57.061,0.948292,0.948292,0.948292,240,16,0,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,722648-99999,ODESSA SCHLEMEYER FL,TX,US,16,1,TX:16,44.656,76.562,129.846,0.808943,0.808943,0.808943,24432,0,0,0,16,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-53172,LAKE HAVASU CITY 19 SE,AZ,US,16,2,CA:15;AZ:1,77.458,126.002,130.313,0.800443,0.800443,0.800443,25904,0,0,0,16,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-04236,CORVALLIS 10 SSW,OR,US,16,1,OR:16,16.423,53.412,103.207,0.909372,0.909372,0.909372,28160,0,0,0,16,0
normalized_active_window_blocker_priority_20260625T060119Z,997341-99999,MUSKEGON,MI,US,16,1,MI:16,23.092,52.572,74.432,0.854667,0.854667,0.854667,59488,0,0,0,0,16
normalized_active_window_blocker_priority_20260625T060119Z,720902-99999,DUPONT LAPEER,MI,US,15,1,MI:15,5.811,41.125,57.981,0.726648,0.726648,0.726648,7320,0,0,15,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-94996,LINCOLN 11 SW,NE,US,15,2,NE:12;KS:3,10.282,27.753,116.405,0.935788,0.935788,0.935788,11085,0,0,0,15,0
normalized_active_window_blocker_priority_20260625T060119Z,717520-99999,WELLAND PELHAM,,CA,15,1,NY:15,29.108,41.354,44.886,0.932872,0.932872,0.932872,11130,0,0,0,15,0
normalized_active_window_blocker_priority_20260625T060119Z,724347-99999,ST CHARLES CO SMARTT,MO,US,15,2,IL:10;MO:5,22.993,77.906,104.705,0.844512,0.844512,0.844512,17130,0,0,0,15,0
normalized_active_window_blocker_priority_20260625T060119Z,722324-99999,MIDLAND AIRPARK,TX,US,15,1,TX:15,69.071,90.328,128.832,0.664365,0.664365,0.664365,18615,0,0,0,15,0
normalized_active_window_blocker_priority_20260625T060119Z,722052-99999,ALVA RGNL,OK,US,15,2,OK:13;KS:2,15.609,81.545,108.310,0.646869,0.646869,0.646869,19755,0,0,0,15,0
normalized_active_window_blocker_priority_20260625T060119Z,723165-99999,WILKES CO,NC,US,15,1,NC:15,34.563,50.835,57.856,0.807095,0.807095,0.807095,23205,0,0,0,15,0
normalized_active_window_blocker_priority_20260625T060119Z,720895-99999,GLEN ULLIN REGIONAL,ND,US,15,1,ND:15,17.121,54.970,93.538,0.888036,0.888036,0.888036,26175,0,0,0,15,0
normalized_active_window_blocker_priority_20260625T060119Z,725016-99999,BROOKHAVEN,NY,US,15,1,NY:15,8.312,20.427,36.046,0.778917,0.778917,0.778917,27780,0,0,0,15,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-03063,LA JUNTA 17 WSW,CO,US,15,1,CO:15,22.681,62.121,105.260,0.907309,0.907309,0.907309,30525,0,0,0,15,0
normalized_active_window_blocker_priority_20260625T060119Z,720259-63844,MACON CO,NC,US,15,3,GA:7;NC:7;TN:1,23.949,49.328,60.556,0.819367,0.819367,0.819367,33960,0,0,0,0,15
normalized_active_window_blocker_priority_20260625T060119Z,994016-99999,SAN FRANCISCO,CA,US,15,1,CA:15,3.576,16.453,40.309,0.890641,0.890641,0.890641,34725,0,0,0,0,15
normalized_active_window_blocker_priority_20260625T060119Z,747930-99999,VERO BEACH MUNI,FL,US,15,1,FL:15,16.833,41.060,69.677,0.836659,0.836659,0.836659,36810,0,0,0,0,15
normalized_active_window_blocker_priority_20260625T060119Z,997272-99999,BERGEN POINT,NY,US,15,1,NJ:15,21.915,31.190,41.215,0.848035,0.848035,0.848035,46410,0,0,0,0,15
normalized_active_window_blocker_priority_20260625T060119Z,997384-99999,MOLUOLOE,HI,US,15,1,HI:15,0.834,13.573,65.847,0.838205,0.838205,0.838205,65400,0,0,0,0,15
normalized_active_window_blocker_priority_20260625T060119Z,726667-99999,SOUTH BIG HORN CO,WY,US,14,2,MT:8;WY:6,66.081,100.887,154.345,0.943958,0.943958,0.943958,1106,0,14,0,0,0
