scenario_run_id,priority_run_id,coverage_run_id,station_ecwt_run_id,plant_state,plant_count,plants_with_passing_station_within_search_radius,nearest_pass_radius_buckets,median_nearest_pass_distance_km,max_nearest_pass_distance_km
expanded_candidate_coverage_scenario_20260625T141738Z,normalized_active_window_blocker_priority_20260625T133017Z,station_year_djf_coverage_20260625T124149Z,station_ecwt_loaded_20260625T124223Z,AK,11,0,\N,\N,\N
expanded_candidate_coverage_scenario_20260625T141738Z,normalized_active_window_blocker_priority_20260625T133017Z,station_year_djf_coverage_20260625T124149Z,station_ecwt_loaded_20260625T124223Z,TX,4,0,\N,\N,\N
