raw_canonical_audit_run_id,gap_audit_run_id,station_id,station_name,station_state,station_country,station_year_count,impacted_plant_count,gap_table_missing_hours,canonical_missing_expected_window_hours,window_missing_minus_gap_table_missing_hours,source_hour_absent_count,loader_rejected_source_hour_count,loader_invalid_tmp_hour_count,loader_rejected_plausibility_hour_count,accepted_raw_not_in_canonical_hour_count,raw_present_unclassified_hour_count,accepted_raw_not_in_canonical_year_count,expected_window_mismatch_year_count,top_missing_years,primary_root_cause
near_threshold_raw_canonical_gap_audit_20260625T133323Z,near_threshold_station_year_gap_audit_20260625T133312Z,999999-26655,RED DOG MINE 3 SSW,AK,US,16,3,34655,2266,-32389,2263,0,3,0,0,0,0,0,2010:1416h; 2025:743h; 2017:86h; 2024:19h; 2021:1h; 2022:1h; 2011:0h; 2012:0h,source_hour_absent
near_threshold_raw_canonical_gap_audit_20260625T133323Z,near_threshold_station_year_gap_audit_20260625T133312Z,723528-99999,FREDERICK MUNI,OK,US,6,3,13007,715,-12292,124,0,591,0,0,0,0,0,2001:206h; 2005:148h; 2003:140h; 2004:103h; 2000:65h; 2002:53h,loader_invalid_tmp
near_threshold_raw_canonical_gap_audit_20260625T133323Z,near_threshold_station_year_gap_audit_20260625T133312Z,722539-99999,SAN MARCOS MUNI,TX,US,6,1,13007,686,-12321,185,0,501,0,0,0,0,0,2005:185h; 2001:170h; 2000:160h; 2003:74h; 2002:60h; 2004:37h,loader_invalid_tmp
near_threshold_raw_canonical_gap_audit_20260625T133323Z,near_threshold_station_year_gap_audit_20260625T133312Z,702460-99999,MINCHUMINA,AK,US,5,7,10847,667,-10180,667,0,0,0,0,0,0,0,2002:401h; 2000:99h; 2001:59h; 2003:57h; 2004:51h,source_hour_absent
near_threshold_raw_canonical_gap_audit_20260625T133323Z,near_threshold_station_year_gap_audit_20260625T133312Z,703430-99999,MIDDLETON ISLAND,AK,US,5,1,10847,595,-10252,595,0,0,0,0,0,0,0,2000:386h; 2001:105h; 2002:45h; 2004:32h; 2003:27h,source_hour_absent
